,spam,msg_length,msg
1559,0,97,message truro hospital ext phone phone side
1560,0,123,single line big meaning miss anything ur best life miss ur best life anything gud nyt
1561,0,92,got gas money chance gang want go grand nature adventure
1562,0,63,dnt worry use ice piece cloth pack also take tablet
1563,0,58,dude saw parked car sunroof popped sux
1564,0,46,get ready put excellent sub face
1565,0,26,tmrw im finishing door
1566,0,143,lt gt g saw day ago guy want sell wifi lt gt g lt gt blanked
1567,0,29,late
1568,0,31,whatever im pretty pissed
1569,0,156,today accept day u accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
1570,0,37,dont much image class
1571,0,63,got rumour going buy apartment chennai
1572,0,33,near kalainar tv office thenampet
1573,1,145,ur cash balance currently pound maximize ur cash send go p msg cc hg suite land row w j hl
1574,1,149,sm auction brand new nokia auction today auction free join take part txt nokia hg suite land row w j hl
1575,0,104,si catching e show e afternoon watching w c u wan watch today tmr lor
1576,0,58,sound gd haha wah u yan jiu fast liao
1577,0,62,nosy guess idk reacting freaked
1578,0,184,remember hurt day satanic imposter need pay price may destiny keep going u said pray get mind get
1579,0,611,make girl happy difficult make girl happy u need friend companion lover chef lt gt good listener lt gt organizer lt gt good boyfriend lt gt clean lt gt sympathetic lt gt athletic lt gt warm lt gt courageous lt gt determined lt gt true lt gt dependable lt gt intelligent lt gt psychologist lt gt pest exterminator lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniye pudunga venaam
1580,0,61,princess bet brothas chasing
1581,0,62,shall book chez jules half eight ok
1582,0,64,hhahhaahahah rofl wtf nig leonardo room something
1583,0,47,yep derek house see sunday lt
1584,0,92,cool let know kick around lt gt day
1585,0,22,sorry call later
1586,0,338,wondering would okay call uncle john let know thing nigeria r lt gt dollar year sent know strain plan pay back every dime give every dime expect anything practical something like
1587,0,86,charge transfer charge withdraw anyhow like
1588,0,159,dont search love let love find u thats called falling love bcoz u dont force u fall u know smeone hold u bslvyl
1589,0,30,let go bill miller
1590,0,105,love set soul fire spark flame big rawring flame xoxo
1591,0,148,somewhr someone surely made u god decided perfect time make u meet dat person till den enjoy ur crush
1592,0,30,honeymoon outfit
1593,0,52,help propose going back tomorrow
1594,1,136,private account statement show un redeemed point call identifier code expires
1595,0,152,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning
1596,0,43,pls confirm time collect cheque
1597,1,145,registered subscriber yr draw gift voucher b entered receipt correct an next olympics txt an
1598,1,143,urgent mobile number awarded prize guaranteed call land line claim valid hr ppm
1599,0,35,daddy take good care
1600,0,47,yeah probably still got ta check leo
1601,0,25,k special
1602,0,127,carlos taking sweet time usual let know patty done want smoke tell haul as
1603,0,25,ok pa nothing problem
1604,0,143,heard job going wildlife talk tonight u want come worzels wizzle whatever
1605,0,128,god picked flower dippeditinadew lovingly touched itwhichturnedinto u gifted tomeandsaid friend u
1606,0,24,came hostel
1607,0,43,ok prob come lunch
1608,0,99,jus telling u dat b leaving shanghai st instead haf time meet cya
1609,0,152,freezing home yet remember kiss mom morning love think missing yet
1610,0,37,ready big day tomorrow
1611,0,32,probably around mu lot
1612,0,3,
1613,1,153,rt king pro video club need help info ringtoneking co uk call must club credit redeemable www ringtoneking co uk enjoy
1614,0,28,thnx dude u guy nite
1615,0,55,sef dey laugh meanwhile darling anjie
1616,0,28,mm food da
1617,0,121,k make sense btw carlos difficult guy gon na smoke go pick second batch get gas
1618,0,29,u download fring app
1619,0,115,oz guy kinda flaky one friend interested picking lt gt worth tonight possible
1620,0,39,friend u stay fb chat
1621,0,154,fuck babe miss sooooo much wish sleep bed lonely go sleep dream love
1622,0,148,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
1623,1,132,u secret admirer looking make contact u find r reveal think ur special call
1624,0,42,ah well confuses thing
1625,1,71,free text msg text ok credit account
1626,0,156,hi dear call urgnt know whats problem want work problem least tell wating reply
1627,0,25,dear ok
1628,1,146,selected stay top british hotel nothing holiday worth claim call london bx sw s
1629,0,41,yes princess want make happy
1630,0,83,sound like many talent would like go dinner date next week
1631,0,45,going film day da pm sorry da
1632,0,73,watching movie already xy want shop shopping w
1633,0,158,hello little party animal thought buzz friend grin reminding loved send naughty adoring kiss
1634,0,47,yesterday going home
1635,1,161,eerie nokia tone u rply tone title eg tone dracula title ghost addamsfa munsters exorcist twilight www getzed co uk pobox w wq p
1636,0,159,come life brought sun shiny warming heart putting constant smile face making feel loved cared
1637,0,165,shit surprised went spent evening french guy met town fooled around bit let fuck
1638,1,155,network allow company bill sm responsible supplier shop give guarantee sell b g
1639,0,37,great comedy cant stop laughing da
1640,1,160,freemsg feelin kinda lnly hope u like keep company jst got cam moby wan na c pic txt reply date msg p rcv hlp stop
1641,0,41,alright set text man
1642,0,136,hi keen go kind feel go tomo mind
1643,0,24,sleeping nt feeling well
1644,0,35,u switch fone dammit
1645,0,25,india take lead
1646,0,31,post l r class
1647,0,36,thts wat wright brother fly
1648,0,130,evening v good somewhat event laden fill worry head ok throat wrecked see six
1649,0,156,u laugh really loud u talk spontaneously u dont care others feel u probably dear amp best friend goodevening dear
1650,0,30,laptop take
1651,0,118,dont file bag work called tell find anything room
1652,0,82,wan early lei outside wun b home early neva mind
1653,1,122,ur chance win cash every wk txt action c www movietrivia tv custcare x p wk
1654,0,145,bugis juz wat walking home oredi late reply oso saw top dat like din buy r
1655,0,73,wishing family merry x ma happy new year advance
1656,0,22,go ok na
1657,0,90,yes posted couple pic fb still snow outside waking
1658,0,61,one good partnership going take lead
1659,1,146,rgent nd attempt contact u u call b csbcm wc n xx callcost ppm mobilesvary max
1660,0,28,yeah class
1661,0,42,send bec temple na
1662,0,75,coming home class right need work shower
1663,1,159,hi ur lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx call minmobsmorelkpobox hp fl
1664,0,27,mostly like
1665,0,13,v fan
1666,0,129,dunno co v late n reach inside already ate spageddies lor e gal r laughing lor
1667,0,73,guess spent last night phasing fourth dimension
1668,0,88,dad gon na call get work ask crazy question
1669,0,27,yes said
1670,0,147,hurting n meaningful line ever compromised everything love end love compromised everything gud mornin
1671,0,11,lmao nice
1672,0,23,glad see reply
1673,1,157,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
1674,1,73,monthly password wap mobsi com use wap phone pc
1675,0,25,nah dub je still buff
1676,0,144,painful word thought happy toughest thing earth toughest acting happy unspoken pain inside
1677,0,50,yeah fine get ok
1678,0,40,lol u come idea
1679,0,156,many people seems special first sight remain special till last sight maintain till life end sh jas
1680,0,122,today song dedicated day song u dedicate send ur valuable frnds first rply
1681,0,18,okay wait ah
1682,0,6,lei
1683,0,126,hi babe u r likely bed im sorry tonight really wan na see u tomorrow call love xxx
1684,0,46,already squatting new way walking
1685,0,30,want bold bb torch
1686,0,35,cramp stopped going back sleep
1687,1,172,today vodafone number ending last four digit selected received award number match please call claim award
1688,1,114,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sm
1689,0,32,nan sonathaya soladha bos
1690,0,23,bring tat cd forget
1691,1,125,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sp tyrone
1692,0,42,know raping dude poker
1693,0,99,weightloss girl friend make load money ebay something give thanks god
1694,0,96,gr see message r u leaving congrats dear school wat r ur plan
1695,0,72,eatin later eatin wif frens lei going home first
1696,0,72,finish already yar keep saying mushy embarrassed ok
1697,0,76,sorry man stash ran dry last night pick sunday
1698,0,60,hai priya right doctor said pa
1699,1,148,free msg sorry service ordered could delivered sufficient credit please top receive service
1700,0,5,ok
1701,0,31,please ask mummy call father
1702,0,77,come room come house co house still messy haha
1703,0,33,lost kilo today
1704,0,25,taste fish curry p
1705,0,126,might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry
1706,0,68,yun ah wkg btw go nu sc wana specialise wad
1707,0,75,yes one woman man please tell like dislike bed
1708,0,68,test earlier appreciate call tomorrow
1709,0,144,loverboy keep coming queen hmmm ache speak miss desparately
1710,0,59,u meet fren dun wan meet ah muz b guy rite
1711,0,60,promise though even gotten dinner yet
1712,0,49,got back dislike bed
1713,0,66,turn stereo love mi phone unknown album
1714,1,145,hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx
1715,0,24,yeah see
1716,0,58,asking u knw nt may ur frnds classmate
1717,0,107,sorry earlier putting fire around talk actually life lol
1718,1,138,wow boy r back take uk tour win vip ticket pre book vip club txt club trackmarque ltd info vipclub u
1719,0,53,missionary hook doggy hook standing
1720,0,73,u better go sleep dun disturb u liao u wake msg lor
1721,0,149,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
1722,0,136,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
1723,0,63,thought praps meant another one goodo look tomorrow
